date,strategy,distributor_id,product,quotation_eur_per_litre,inventory_before_litres,operational_required_litres,signal_score,signal_confidence,adjusted_signal,observed_price_percentile,patterns_used,candidate_purchase_litres,target_cover_days,purchase_cost_eur,expected_future_cost_eur,holding_cost_eur,capital_cost_eur,order_cost_eur,expected_cost_eur,downside_cost_eur,robust_objective_eur,expected_future_price_eur_per_litre,selected,selection_reason,scenario_costs_eur
2026-06-19,WIDGET,368321,Verde,1.36,7705.76924153959,0.0,-0.39534883720930225,0.6666666666666666,-0.26356589147286813,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339210542635659,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-19,WIDGET,368321,Verde,1.36,7705.76924153959,0.0,-0.39534883720930225,0.6666666666666666,-0.26356589147286813,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,2294.230758,14.0,3120.1538308800004,0.0,0.0,0.0,0.0,3120.153830880001,-4.547473508864641e-13,3120.153830880001,1.339210542635659,False,Feasible candidate rejected because its robust objective is higher.,"[3120.1538308800004, 3120.1538308800004, 3120.1538308800004, 3120.1538308800004, 3120.1538308800004]"
2026-06-19,WIDGET,368322,Diesel,1.445,11855.691936031775,0.0,-0.39534883720930225,0.6666666666666666,-0.26356589147286813,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4135455813953488,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-19,WIDGET,368322,Diesel,1.445,11855.691936031775,0.0,-0.39534883720930225,0.6666666666666666,-0.26356589147286813,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,2144.308064,14.0,3098.52515248,0.0,0.0,0.0,0.0,3098.5251524800005,-4.547473508864641e-13,3098.5251524800005,1.4135455813953488,False,Feasible candidate rejected because its robust objective is higher.,"[3098.52515248, 3098.52515248, 3098.52515248, 3098.52515248, 3098.52515248]"
2026-06-19,WIDGET,368322,Verde,1.36,8196.907168766365,0.0,-0.39534883720930225,0.6666666666666666,-0.26356589147286813,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339210542635659,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-19,WIDGET,368322,Verde,1.36,8196.907168766365,0.0,-0.39534883720930225,0.6666666666666666,-0.26356589147286813,0.0,P01 falling | P02 streak 3 | P07 price percentile 0.00,5803.092831,14.0,7892.20625016,0.0,0.0,0.0,0.0,7892.206250160001,-9.094947017729282e-13,7892.206250160001,1.339210542635659,False,Feasible candidate rejected because its robust objective is higher.,"[7892.20625016, 7892.20625016, 7892.20625016, 7892.20625016, 7892.20625016]"
2026-06-20,WIDGET,368318,Diesel,1.415,22467.828146092874,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,11.0,0.0,9168.654862994272,0.0,0.0,0.0,9168.654862994272,226.55529327351724,9168.654862994272,1.3767837154989384,True,Selected because it is the operational minimum.,"[8770.551528723521, 8980.324948421225, 9213.406525863114, 9353.255472328248, 9395.210156267789]"
2026-06-20,WIDGET,368318,Diesel,1.415,22467.828146092874,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,2057.076324,12.0,2910.7629984600003,6336.505678572652,0.0,0.0,0.0,9247.26867703265,156.57355673103848,9247.26867703265,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[8972.137365410623, 9117.112880902325, 9278.196787004214, 9374.847130665348, 9403.84223376369]"
2026-06-20,WIDGET,368318,Diesel,1.415,22467.828146092874,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,4411.36346,13.0,6242.079295899999,3095.1614881192177,0.0,0.0,0.0,9337.240784019217,76.48070836431725,9337.240784019217,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[9202.848757387268, 9273.664228094969, 9352.34808443686, 9399.558398241994, 9413.721492383534]"
2026-06-20,WIDGET,368318,Diesel,1.415,22467.828146092874,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,6659.473641,14.0,9423.155202015,2.7104634051002013e-07,0.0,0.0,0.0,9423.155202286047,6.695699994452298e-09,9423.155202286047,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[9423.155202274276, 9423.155202280479, 9423.15520228737, 9423.155202291502, 9423.155202292743]"
2026-06-20,WIDGET,368318,Diesel,1.415,22467.828146092874,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,12532.171854,14.0,17733.02317341,0.0,0.0,0.0,0.0,17733.02317341,0.0,17733.02317341,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[17733.02317341, 17733.02317341, 17733.02317341, 17733.02317341, 17733.02317341]"
2026-06-20,WIDGET,368318,Verde,1.353,12866.934671644143,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,11.0,0.0,5036.0307731091925,0.0,0.0,0.0,5036.0307731091925,99.95434103439402,5036.0307731091925,1.3331424416135882,True,Selected because it is the operational minimum.,"[4948.240187862052, 4960.13951417567, 5032.85761942556, 5112.1864615163495, 5135.9851141435865]"
2026-06-20,WIDGET,368318,Verde,1.353,12866.934671644143,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,1144.416586,12.0,1548.395640858,3510.360451426066,0.0,0.0,0.0,5058.756092284066,69.67307816883476,5058.756092284066,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[4997.5617484955665, 5005.856162563285, 5056.544248532674, 5111.840342317463, 5128.4291704529005]"
2026-06-20,WIDGET,368318,Verde,1.353,12866.934671644143,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,2452.354939,13.0,3318.0362324669995,1766.6923220275892,0.0,0.0,0.0,5084.728554494589,35.06502934845412,5084.728554494589,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[5053.930698029809, 5058.105106285578, 5083.615378959717, 5111.444767331506, 5119.793583843043]"
2026-06-20,WIDGET,368318,Verde,1.353,12866.934671644143,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,3777.563909,14.0,5111.043968877,1.1356143757578017e-07,0.0,0.0,0.0,5111.043968990562,2.253727870993316e-09,5111.043968990562,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[5111.043968988582, 5111.04396898885, 5111.04396899049, 5111.043968992279, 5111.043968992815]"
2026-06-20,WIDGET,368318,Verde,1.353,12866.934671644143,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,17133.065328,14.0,23181.037388784,0.0,0.0,0.0,0.0,23181.037388784003,-3.637978807091713e-12,23181.037388784003,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[23181.037388784, 23181.037388784, 23181.037388784, 23181.037388784, 23181.037388784]"
2026-06-20,WIDGET,368319,Diesel,1.415,7955.332531697828,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3767837154989384,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-20,WIDGET,368319,Diesel,1.415,7955.332531697828,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,2044.667468,14.0,2893.2044672200004,0.0,0.0,0.0,0.0,2893.2044672200004,0.0,2893.2044672200004,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[2893.2044672200004, 2893.2044672200004, 2893.2044672200004, 2893.2044672200004, 2893.2044672200004]"
2026-06-20,WIDGET,368319,Verde,1.353,6056.867549259561,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,13.0,0.0,674.1825993283571,0.0,0.0,0.0,674.182599328357,13.381069435188692,674.182599328357,1.3331424416135882,True,Selected because it is the operational minimum.,"[662.429914004329, 664.022898460899, 673.7578034732717, 684.3776998504056, 687.5636687635457]"
2026-06-20,WIDGET,368319,Verde,1.353,6056.867549259561,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,505.709351,14.0,684.224751903,3.8939351229740047e-07,0.0,0.0,0.0,684.2247522923935,7.72854491515318e-09,684.2247522923935,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[684.2247522856054, 684.2247522865255, 684.2247522921481, 684.2247522982819, 684.2247523001221]"
2026-06-20,WIDGET,368319,Verde,1.353,6056.867549259561,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,3943.132451,14.0,5335.058206203,0.0,0.0,0.0,0.0,5335.058206203001,-9.094947017729282e-13,5335.058206203001,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[5335.058206203, 5335.058206203, 5335.058206203, 5335.058206203, 5335.058206203]"
2026-06-20,WIDGET,368320,Diesel,1.415,42480.76150404869,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3767837154989384,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-20,WIDGET,368320,Diesel,1.415,42480.76150404869,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,7519.238496,14.0,10639.72247184,0.0,0.0,0.0,0.0,10639.72247184,0.0,10639.72247184,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[10639.72247184, 10639.72247184, 10639.72247184, 10639.72247184, 10639.72247184]"
2026-06-20,WIDGET,368320,Verde,1.353,10652.479955580331,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,13.0,0.0,496.04731969259166,0.0,0.0,0.0,496.04731969259166,9.845468623127317,496.04731969259166,1.3331424416135882,True,Selected because it is the operational minimum.,"[487.3999768807443, 488.57205647873565, 495.7347651331272, 503.5486291197363, 505.892788315719]"
2026-06-20,WIDGET,368320,Verde,1.353,10652.479955580331,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,372.088761,14.0,503.436093633,3.560756098508399e-07,0.0,0.0,0.0,503.43609398907563,7.0672854235454e-09,503.43609398907563,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[503.43609398286833, 503.43609398370967, 503.4360939888512, 503.43609399446024, 503.4360939961429]"
2026-06-20,WIDGET,368320,Verde,1.353,10652.479955580331,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,39347.520044,14.0,53237.194619532,0.0,0.0,0.0,0.0,53237.194619532005,-7.275957614183426e-12,53237.194619532005,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[53237.194619532, 53237.194619532, 53237.194619532, 53237.194619532, 53237.194619532]"
2026-06-20,WIDGET,368321,Diesel,1.415,7536.759696539012,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3767837154989384,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-20,WIDGET,368321,Diesel,1.415,7536.759696539012,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,2463.240303,14.0,3485.4850287450004,0.0,0.0,0.0,0.0,3485.485028745001,-4.547473508864641e-13,3485.485028745001,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[3485.4850287450004, 3485.4850287450004, 3485.4850287450004, 3485.4850287450004, 3485.4850287450004]"
2026-06-20,WIDGET,368321,Verde,1.353,7298.27751028308,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3331424416135882,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-20,WIDGET,368321,Verde,1.353,7298.27751028308,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,2701.72249,14.0,3655.43052897,0.0,0.0,0.0,0.0,3655.4305289700005,-4.547473508864641e-13,3655.4305289700005,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[3655.43052897, 3655.43052897, 3655.43052897, 3655.43052897, 3655.43052897]"
2026-06-20,WIDGET,368322,Diesel,1.415,11208.404931964455,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3767837154989384,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-20,WIDGET,368322,Diesel,1.415,11208.404931964455,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,2791.595068,14.0,3950.10702122,0.0,0.0,0.0,0.0,3950.1070212200007,-4.547473508864641e-13,3950.1070212200007,1.3767837154989384,False,Feasible candidate rejected because its robust objective is higher.,"[3950.10702122, 3950.10702122, 3950.10702122, 3950.10702122, 3950.10702122]"
2026-06-20,WIDGET,368322,Verde,1.353,7719.355875446529,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3331424416135882,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-20,WIDGET,368322,Verde,1.353,7719.355875446529,0.0,-0.3673036093418258,0.7000000000000001,-0.2571125265392781,0.0,P01 falling | P02 streak 4 | P04 multi-day quotation | P07 price percentile 0.00,6280.644125,14.0,8497.711501124999,0.0,0.0,0.0,0.0,8497.711501124999,0.0,8497.711501124999,1.3331424416135882,False,Feasible candidate rejected because its robust objective is higher.,"[8497.711501124999, 8497.711501124999, 8497.711501124999, 8497.711501124999, 8497.711501124999]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,0.0,8.0,0.0,18165.0932601029,0.0,0.0,0.0,18165.093260102905,1407.5946961311129,18165.093260102905,1.4381398270893375,False,Operational-minimum benchmark; feasible but not selected.,"[17203.118995410285, 17733.619509027536, 18175.70327037525, 18352.536774914333, 19572.68795623402]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,2057.076324,9.0,2931.3337617,15206.729871195974,0.0,0.0,0.0,18138.063632895974,1178.3541105845507,18138.063632895974,1.4381398270893375,False,Feasible candidate rejected because its robust objective is higher.,"[17332.756301039193, 17776.859609048446, 18146.94569905616, 18294.980135059242, 19316.417743480524]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,4411.36346,10.0,6286.192930499999,11820.935776510283,0.0,0.0,0.0,18107.12870701028,915.9923521487144,18107.12870701028,1.4381398270893375,False,Feasible candidate rejected because its robust objective is higher.,"[17481.12388343126, 17826.347131728515, 18114.033171976225, 18229.107588075312, 19023.121059158995]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,6659.473641,11.0,9489.749938425,8587.838989529164,0.0,0.0,0.0,18077.588927954166,665.4629535780696,18077.588927954166,1.4381398270893375,False,Feasible candidate rejected because its robust objective is higher.,"[17622.800175760105, 17873.602796455358, 18082.60498036807, 18166.205853933156, 18743.051881532236]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,8796.074086,12.0,12534.405572550002,5515.108794997863,0.0,0.0,0.0,18049.514367547865,427.3601999872735,18049.514367547865,1.4381398270893375,False,Feasible candidate rejected because its robust objective is higher.,"[17757.449105245003, 17918.514507250256, 18052.73567558797, 18106.424142923053, 18476.87456753514]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,10596.972744,13.0,15100.6861602,2925.1647103763203,0.0,0.0,0.0,18025.850870576323,226.66805353974996,18025.850870576323,1.4381398270893375,False,Feasible candidate rejected because its robust objective is higher.,"[17870.94205006674, 17956.369708435996, 18027.559423743707, 18056.03530986679, 18252.518924116073]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,12630.96461,14.0,17999.12456925,0.0,0.0,0.0,0.0,17999.12456925,0.0,17999.12456925,1.4381398270893375,True,Selected because it has the lowest robust objective.,"[17999.12456925, 17999.12456925, 17999.12456925, 17999.12456925, 17999.12456925]"
2026-06-23,WIDGET,368318,Diesel,1.425,16496.33717735513,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,18503.662823,14.0,26367.719522774998,0.0,0.0,0.0,0.0,26367.719522775,-3.637978807091713e-12,26367.719522775,1.4381398270893375,False,Feasible candidate rejected because its robust objective is higher.,"[26367.719522774998, 26367.719522774998, 26367.719522774998, 26367.719522774998, 26367.719522774998]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,0.0,8.0,0.0,10073.133158919773,0.0,0.0,0.0,10073.133158919773,478.9445938262106,10073.133158919773,1.389790484581498,False,Operational-minimum benchmark; feasible but not selected.,"[9801.190042086244, 9831.631435761641, 10085.30971638993, 10186.781028641246, 10552.077752745983]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,1144.416586,9.0,1554.1177237880001,8482.63387729973,0.0,0.0,0.0,10036.75160108773,403.32154582332987,10036.75160108773,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[9807.746994560923, 9833.381838575118, 10047.005538693407, 10132.455018740724, 10440.07314691106]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,2452.354939,10.0,3330.298007162,6664.873599881132,0.0,0.0,0.0,9995.171607043132,316.8929794570904,9995.171607043132,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[9815.240847520883, 9835.382350452479, 10003.228208215769, 10070.366551321085, 10312.064586500223]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,3777.563909,11.0,5129.931788422,4823.110783293084,0.0,0.0,0.0,9953.042571715085,229.32317071949,9953.042571715085,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[9822.833652747237, 9837.409278004832, 9958.872821818122, 10007.458239343438, 10182.365742434575]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,5030.027088,12.0,6830.776785504,3082.4493748301934,0.0,0.0,0.0,9913.226160334194,146.56040385117012,9913.226160334194,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[9830.009659842426, 9839.324939748221, 9916.952272296512, 9948.003205315827, 10059.786564185364]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,6105.889733,13.0,8291.798257414,1587.2257080925096,0.0,0.0,0.0,9879.02396550651,75.46740026957013,9879.02396550651,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[9836.173831455144, 9840.970488251938, 9880.942628225228, 9896.931484214543, 9954.49136577608]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,7247.950875,14.0,9842.717288250002,1.3062754791334583e-07,0.0,0.0,0.0,9842.717288380629,6.2118488131091e-09,9842.717288380629,1.389790484581498,True,Selected because it has the lowest robust objective.,"[9842.717288377104, 9842.717288377498, 9842.717288380787, 9842.717288382102, 9842.71728838684]"
2026-06-23,WIDGET,368318,Verde,1.358,9396.547705635334,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,20603.452294,14.0,27979.488215252,0.0,0.0,0.0,0.0,27979.488215252004,-3.637978807091713e-12,27979.488215252004,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[27979.488215252, 27979.488215252, 27979.488215252, 27979.488215252, 27979.488215252]"
2026-06-23,WIDGET,368319,Diesel,1.425,6903.936556659463,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4381398270893375,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-06-23,WIDGET,368319,Diesel,1.425,6903.936556659463,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,3096.063443,14.0,4411.890406275,0.0,0.0,0.0,0.0,4411.890406275,0.0,4411.890406275,1.4381398270893375,False,Feasible candidate rejected because its robust objective is higher.,"[4411.890406275, 4411.890406275, 4411.890406275, 4411.890406275, 4411.890406275]"
2026-06-23,WIDGET,368319,Verde,1.358,4718.711549724176,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,0.0,10.0,0.0,2562.586519429547,0.0,0.0,0.0,2562.586519429547,121.84262238267956,2562.586519429547,1.389790484581498,False,Operational-minimum benchmark; feasible but not selected.,"[2493.4046914665, 2501.148925939976, 2565.684213218937, 2591.4983281305217, 2684.4291418122266]"
2026-06-23,WIDGET,368319,Verde,1.358,4718.711549724176,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,505.709351,11.0,686.7532986580001,1859.7564754458615,0.0,0.0,0.0,2546.5097741038617,88.42534846859962,2546.5097741038617,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[2496.302160990335, 2501.9224161896104, 2548.7578761835716, 2567.4920601811564, 2634.9351225724613]"
2026-06-23,WIDGET,368319,Verde,1.358,4718.711549724176,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,960.214725,12.0,1303.9715965500002,1228.0892314695075,0.0,0.0,0.0,2532.060828019508,58.391633354679016,2532.060828019508,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[2498.906256538461, 2502.6175891669363, 2533.545361070898, 2545.9164698324826, 2590.452461374187]"
2026-06-23,WIDGET,368319,Verde,1.358,4718.711549724176,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,1456.477613,13.0,1977.8965984540002,538.3877918761737,0.0,0.0,0.0,2516.284390330174,25.598581715639284,2516.284390330174,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[2501.749602406887, 2503.376630905763, 2516.935201729724, 2522.358630059309, 2541.8829720458134]"
2026-06-23,WIDGET,368319,Verde,1.358,4718.711549724176,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,1843.865351,14.0,2503.969146658,0.0,0.0,0.0,0.0,2503.969146658,0.0,2503.969146658,1.389790484581498,True,Selected because it has the lowest robust objective.,"[2503.969146658, 2503.969146658, 2503.969146658, 2503.969146658, 2503.969146658]"
2026-06-23,WIDGET,368319,Verde,1.358,4718.711549724176,0.0,0.8854625550660765,0.6000000000000001,0.531277533039646,0.11111111111111385,P02 streak 1 | P07 price percentile 0.11,5281.28845,14.0,7171.9897151000005,0.0,0.0,0.0,0.0,7171.9897151000005,0.0,7171.9897151000005,1.389790484581498,False,Feasible candidate rejected because its robust objective is higher.,"[7171.9897151000005, 7171.9897151000005, 7171.9897151000005, 7171.9897151000005, 7171.9897151000005]"
2026-06-23,WIDGET,368320,Diesel,1.425,38660.48476897283,0.0,0.22190201729106634,0.6,0.1331412103746398,0.1282051282051282,P01 falling | P02 streak 1 | P07 price percentile 0.13,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4381398270893375,True,Selected because it is the operational minimum.,"[0.0, 0.0, 0.0, 0.0, 0.0]"
