date,distributor_id,product,action,operational_purchase_litres,combined_purchase_litres,difference_litres,expected_advantage_eur,internal_signal_score,external_signal_score,combined_signal_score,confidence,patterns_used,external_drivers,external_themes,reason
2026-06-17,368318,Diesel,POSTPONE PURCHASE,10759.988071,0.0,-10759.988071,0.0,0.030837004405286365,-0.6893848072957088,-0.29802358670920737,0.6011313946029379,P02 streak 1 | P07 price percentile 0.00,Crude | Currency | Geopolitics,HORMUZ_RECOVERY,"Postpone the operational purchase of 10,760 L because buying now did not produce sufficient expected economic advantage. Main external drivers: Crude, Currency, Geopolitics."
2026-06-17,368318,Verde,POSTPONE PURCHASE,7718.796996,0.0,-7718.796996,0.0,0.030837004405286365,-0.6999824357479127,-0.3202423459698513,0.6289259741468662,P02 streak 1 | P07 price percentile 0.00,Crude | Currency | Geopolitics,HORMUZ_RECOVERY,"Postpone the operational purchase of 7,719 L because buying now did not produce sufficient expected economic advantage. Main external drivers: Crude, Currency, Geopolitics."
2026-06-23,368318,Diesel,BUY MORE,12630.96461,23390.952681,10759.988070999998,205.54938442070124,0.22190201729106634,-0.2808101515165389,0.06603019707853247,0.43392327827458477,P01 falling | P02 streak 1 | P07 price percentile 0.13,Crude | Currency,,"Buy 10,760 L more because the combined internal and external scenario favoured advancing a future purchase. Modelled expected advantage: €205.55. Main external drivers: Crude, Currency."
2026-06-23,368318,Verde,BUY MORE,7247.950875,14966.747871,7718.796995999999,253.006558828165,0.8854625550660765,-0.22237535985369242,0.4899534337093434,0.4687521276415037,P02 streak 1 | P07 price percentile 0.11,Crude | Currency,,"Buy 7,719 L more because the combined internal and external scenario favoured advancing a future purchase. Modelled expected advantage: €253.01. Main external drivers: Crude, Currency."
